Index,ID,RemoteFrame,DLC,Payload,TimeInterval
0,000,0,8,0000000000000000,0.0
1,080,0,8,0017dc09161116bb,0.000271
2,000,0,8,0000000000000000,0.00022400000000000002
3,081,0,8,408487000000006b,0.000241
4,000,0,8,0000000000000000,0.00024699999999999993
5,165,0,8,0008800000000880,0.00025600000000000015
6,000,0,8,0000000000000000,0.000245
7,18f,0,8,003f1600003f0000,0.00025199999999999984
8,000,0,8,0000000000000000,0.0002480000000000002
9,2a0,0,8,6200879dbc0cb702,0.000245
10,000,0,8,0000000000000000,0.0002360000000000001
11,2b0,0,5,3aff000768,0.00018899999999999993
12,000,0,8,0000000000000000,0.00026099999999999995
13,316,0,8,0516dc091611007f,0.0002279999999999999
14,000,0,8,0000000000000000,0.00024799999999999996
15,329,0,8,40be808c112c0010,0.0002440000000000003
16,000,0,8,0000000000000000,0.0002459999999999997
17,370,0,8,ff200080ff0000a0,0.00025299999999999975
18,000,0,8,0000000000000000,0.0002450000000000004
19,382,0,8,40fe0f0000000000,0.0002539999999999999
20,000,0,8,0000000000000000,0.0002440000000000003
21,43f,0,8,004060ff73740900,0.00025600000000000015
22,000,0,8,0000000000000000,0.00023999999999999976
23,440,0,8,ff000000ff740900,0.0002500000000000002
24,000,0,8,0000000000000000,0.0002459999999999997
25,153,0,8,008010ff00ff800e,0.0002500000000000002
26,000,0,8,0000000000000000,0.00024999999999999935
27,220,0,8,c103f60309004710,0.00023800000000000036
28,000,0,8,0000000000000000,0.0002440000000000003
29,4b0,0,8,0000000000000000,0.0002599999999999998
30,000,0,8,0000000000000000,0.0002459999999999997
31,4b1,0,8,0000010000000001,0.000255
32,000,0,8,0000000000000000,0.00024999999999999935
33,164,0,8,0008000000000a02,0.000255
34,000,0,8,0000000000000000,0.0002500000000000002
35,545,0,8,d80e008a28002900,0.00023500000000000083
36,000,0,8,0000000000000000,0.00024399999999999943
37,5a2,0,4,2500a501,0.00017
38,000,0,8,0000000000000000,0.0002470000000000007
39,316,0,8,0516dc091611007f,0.0002409999999999999
40,000,0,8,0000000000000000,0.0002500000000000002
41,080,0,8,0017dc09161116ac,0.00024300000000000016
42,000,0,8,0000000000000000,0.00024699999999999896
43,081,0,8,408487000000005c,0.0002610000000000008
44,000,0,8,0000000000000000,0.0002409999999999999
45,165,0,8,0008800000000981,0.00024399999999999943
46,000,0,8,0000000000000000,0.0002459999999999997
47,18f,0,8,003f1600003f0000,0.00024900000000000096
48,000,0,8,0000000000000000,0.0002450000000000004
49,260,0,8,05160030018a5b0e,0.00024199999999999916
50,000,0,8,0000000000000000,0.0002450000000000004
51,2a0,0,8,0200879dbc0cb702,0.00025199999999999875
52,000,0,8,0000000000000000,0.00024900000000000096
53,2b0,0,5,38ff000759,0.00018199999999999987
54,000,0,8,0000000000000000,0.0002570000000000003
55,329,0,8,84be808c112c0010,0.0002360000000000001
56,000,0,8,0000000000000000,0.0002489999999999992
57,350,0,8,0520045f860000f8,0.00024900000000000096
58,000,0,8,0000000000000000,0.0002459999999999997
59,370,0,8,ff200080ff000064,0.0002489999999999992
60,000,0,8,0000000000000000,0.0002500000000000002
61,43f,0,8,004060ff73740900,0.00024000000000000063
62,000,0,8,0000000000000000,0.0002450000000000004
63,440,0,8,ff500000ff780900,0.0002649999999999996
64,000,0,8,0000000000000000,0.00024000000000000063
65,153,0,8,008010ff00ff901e,0.00023699999999999763
66,000,0,8,0000000000000000,0.0002490000000000027
67,1f1,0,8,0000000000000000,0.0002570000000000003
68,000,0,8,0000000000000000,0.0002459999999999997
69,220,0,8,be03f2030c004210,0.0002500000000000002
70,000,0,8,0000000000000000,0.0002459999999999997
71,4b1,0,8,0000010000000001,0.0002559999999999993
72,000,0,8,0000000000000000,0.0002459999999999997
73,164,0,8,0008000000000b03,0.00025299999999999975
74,000,0,8,0000000000000000,0.0002480000000000017
75,545,0,8,d80e008927002800,0.0002449999999999987
76,000,0,8,0000000000000000,0.00024400000000000116
77,59b,0,8,0000000000000000,0.0002589999999999988
78,000,0,8,0000000000000000,0.00024099999999999816
79,5a0,1,0,,0.00010700000000000293
80,000,0,8,0000000000000000,0.0002469999999999972
81,316,0,8,0516060a1611007f,0.0002610000000000008
82,000,0,8,0000000000000000,0.00023000000000000104
83,080,0,8,0017060a161116bd,0.00024400000000000116
84,000,0,8,0000000000000000,0.00026299999999999935
85,081,0,8,408487000000004d,0.0002339999999999981
86,000,0,8,0000000000000000,0.00024500000000000216
87,165,0,8,0008800000000a82,0.0002570000000000003
88,000,0,8,0000000000000000,0.0002449999999999987
89,18f,0,8,003f1600003f0000,0.0002610000000000008
90,000,0,8,0000000000000000,0.00023699999999999763
91,260,0,8,05160030018a5b1d,0.0002480000000000017
92,000,0,8,0000000000000000,0.0002689999999999984
93,2a0,0,8,a200879dbc0cb702,0.00021800000000000291
94,000,0,8,0000000000000000,0.00023199999999999957
95,2b0,0,5,37ff00079a,0.00019499999999999726
96,000,0,8,0000000000000000,0.00027500000000000094
97,329,0,8,84be808c112c0010,0.0002149999999999999
98,000,0,8,0000000000000000,0.0002459999999999997
99,370,0,8,ff200080ff000028,0.00025299999999999975
100,000,0,8,0000000000000000,0.00025600000000000275
101,382,0,8,40fe0f0000000004,0.0002459999999999997
