Index,ID,RemoteFrame,DLC,Payload,TimeInterval
0,316,0,8,0520ea0a201a007f,0.0
1,329,0,8,d7a77f8c112f0010,0.000224
2,080,0,8,0017ea0a201a2043,0.000238
3,081,0,8,7f84600000000053,0.00024199999999999997
4,120,0,4,00000000,0.000174
5,153,0,8,008010ff00ff40ce,0.00023700000000000012
6,18f,0,8,0029200000450000,0.0002509999999999999
7,220,0,8,ec0302040c003510,0.00023400000000000005
8,153,1,0,,8.399999999999987e-05
9,153,0,8,008010ff00ff40ce,0.00024400000000000008
10,260,0,8,05200030ff935f35,0.00023900000000000006
11,2a0,0,8,6200609ddb0cba02,0.00023499999999999997
12,370,0,8,ff200080ff0000ec,0.0002360000000000001
13,382,0,8,40fe0f0000000008,0.00024399999999999986
14,43f,0,8,105060ff4b980900,0.0002409999999999999
15,440,0,8,fff00000ffa00900,0.00024700000000000026
16,517,0,8,0000000000000000,0.0002469999999999998
17,545,0,8,d810008c32003200,0.00023499999999999997
18,59b,0,8,00000000000000c4,0.00024299999999999973
19,2b0,0,5,1500000730,0.0013910000000000007
20,165,0,8,0fe87f0000000098,0.00022699999999999977
21,4b1,0,8,0001000000000001,0.00024399999999999943
22,164,0,8,0008000000000109,0.0002470000000000007
23,4f0,0,8,0000e60000ced204,0.003574
24,316,0,8,0520ea0a201a007f,0.0001799999999999996
25,329,0,8,d7a77f8c112f0010,0.00023500000000000083
26,080,0,8,0017ea0a201a2034,0.0002360000000000001
27,081,0,8,7f84600000000044,0.0002399999999999989
28,153,0,8,008010ff00ff50de,0.00023899999999999963
29,18f,0,8,0029200000450000,0.0002420000000000009
30,1f1,0,8,0000000000000000,0.00024799999999999996
31,220,0,8,ed0306040c003a10,0.0002459999999999997
32,260,0,8,05200030ff935f08,0.0002649999999999996
33,2a0,0,8,0200609ddb0cba02,0.00021000000000000012
34,164,1,0,,8.5e-05
35,164,0,8,0008000000000109,0.00025400000000000075
36,370,0,8,ff200080ff0000a0,0.00024199999999999916
37,43f,0,8,105060ff4b9c0900,0.0002420000000000009
38,440,0,8,ff000000ffa00900,0.0002459999999999997
39,510,0,8,0000000000000000,0.0002500000000000002
40,545,0,8,d810008c32003200,0.00023199999999999957
41,2b0,0,5,1600000711,0.0017619999999999997
42,165,0,8,0fe87f0000000199,0.00023299999999999883
43,4b0,0,8,0000000000000000,0.00024500000000000216
44,164,0,8,000800000000020a,0.0002459999999999997
45,350,0,8,052024797b000003,0.0007409999999999986
46,4f2,0,8,0000a038000000f3,0.002871000000000002
47,370,0,8,ff200080ff000064,0.00018199999999999814
48,43f,0,8,105060ff4b9c0900,0.00024000000000000063
49,440,0,8,ff500000ff9c0900,0.00024400000000000116
50,153,0,8,008010ff00ff60ee,0.00023799999999999863
51,220,0,8,ef0303040c003e10,0.00024100000000000163
52,316,0,8,0520ea0a201a007f,0.0002349999999999991
53,329,0,8,d7a77f8c112f0010,0.00023300000000000057
54,080,0,8,0017ea0a201a2025,0.00023699999999999763
55,081,0,8,7f84600000000035,0.00024000000000000063
56,18f,0,8,0029200000450000,0.0002500000000000002
57,260,0,8,05200030ff936114,0.00023199999999999957
58,1f1,1,0,,8.99999999999998e-05
59,1f1,0,8,0000000000000000,0.0002570000000000003
60,2a0,0,8,a200609ddb0cba02,0.00024000000000000063
61,382,0,8,40fe0f000000000c,0.00024199999999999916
62,545,0,8,d810008b32003100,0.00023500000000000257
63,2b0,0,5,1300000772,0.002113999999999998
64,165,0,8,10e87f0000000285,0.0001830000000000026
65,4b1,0,8,0001000000000001,0.0002459999999999997
66,164,0,8,000800000000030b,0.0002500000000000002
67,4f0,0,8,0000e80000ced204,0.003549
68,43f,0,8,105060ff4b980900,0.00020999999999999838
69,316,0,8,05209c0a211a007f,0.00022799999999999904
70,2a0,0,8,c200609ddb0cba02,0.00023300000000000057
71,080,0,8,00179c0a201a2136,0.0002370000000000011
72,081,0,8,7f84600000000026,0.00023899999999999963
73,153,0,8,008010ff00ff70fe,0.00024000000000000063
74,18f,0,8,0029210000450000,0.00024300000000000016
75,1f1,0,8,0000000000000000,0.0002500000000000002
76,220,0,8,f003fc030c003e10,0.00024199999999999916
77,260,0,8,05210030ff936122,0.0002319999999999961
78,329,0,8,d7a77f8c112f0010,0.00024300000000000016
79,370,0,8,ff200080ff000028,0.0002420000000000061
80,440,0,8,ffa00000ff980900,0.0002360000000000001
81,220,1,0,,8.89999999999988e-05
82,220,0,8,f003fc030c003e10,0.0002529999999999963
83,545,0,8,d810008a32003300,0.0002400000000000041
84,5a0,0,8,0000000000000000,0.0002539999999999973
85,2b0,0,5,1600000733,0.001788999999999999
86,165,0,8,10e87f0000000384,0.00022600000000000398
87,4b0,0,8,0000000000000000,0.0002500000000000002
88,164,0,8,000800000000040c,0.0002509999999999943
89,5f0,0,2,0000,0.00014400000000000523
90,350,0,8,052034797b000013,0.0005779999999999952
91,2c0,0,8,3d00000000000000,0.0002530000000000032
92,5a2,0,4,2500a501,0.0018709999999999977
93,43f,0,8,105060ff4b940900,0.0008210000000000023
94,260,0,8,05210030ff936131,0.00022799999999999904
95,2a0,0,8,6200609ddb0cba02,0.0002339999999999981
96,080,0,8,00179e0a201a2107,0.0002390000000000031
97,081,0,8,7f84600000000017,0.00024099999999999816
98,153,0,8,008010ff00ff800e,0.0002400000000000041
99,18f,0,8,0029210000450000,0.0002459999999999962
100,220,0,8,ef03f4030c003e10,0.00024099999999999816
101,316,0,8,05209e0a211a007f,0.00023000000000000104
102,329,0,8,d7a77f8c112f0010,0.0002360000000000001
103,370,0,8,ff200080ff0000ec,0.0002360000000000001
104,382,0,8,40fe0f0000000000,0.0002479999999999982
105,440,0,8,fff00000ff940900,0.0002510000000000012
106,4f2,0,8,0000a038000000f4,0.00023400000000000504
107,2c0,1,0,,9.299999999999586e-05
108,2c0,0,8,3d00000000000000,0.0002610000000000043
109,545,0,8,d810008a33003400,0.00023999999999999716
110,2b0,0,5,1400000764,0.0018530000000000005
111,165,0,8,10e87f0000000483,0.00023000000000000104
112,4b1,0,8,0001000000000001,0.00024400000000000116
113,164,0,8,000800000000050d,0.0002469999999999972
114,4f0,0,8,0000ea0000ced204,0.003590000000000003
